Time,Value
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,187
23:05:34.466.556,187
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,178
23:05:34.466.556,217
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,48
23:05:34.466.556,147
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,167
23:05:34.466.556,188
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,94
23:05:34.466.556,217
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,86
23:05:34.466.556,147
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,198
23:05:34.466.556,188
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,83
23:05:34.466.556,217
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,93
23:05:34.466.556,147
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,28
23:05:34.466.556,189
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,53
23:05:34.466.556,217
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,104
23:05:34.466.556,147
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,62
23:05:34.466.556,189
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,41
23:05:34.466.556,217
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,116
23:05:34.466.556,147
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,207
23:05:34.466.556,189
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,245
23:05:34.466.556,216
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,138
23:05:34.466.556,147
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,17
23:05:34.466.556,190
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,222
23:05:34.466.556,216
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,152
23:05:34.466.556,147
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,151
23:05:34.466.556,190
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,174
23:05:34.466.556,216
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,168
23:05:34.466.556,147
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,219
23:05:34.466.556,190
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,149
23:05:34.466.556,216
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,192
23:05:34.466.556,147
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,96
23:05:34.466.556,191
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,102
23:05:34.466.556,216
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,202
23:05:34.466.556,147
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,3
23:05:34.466.556,191
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,135
23:05:34.466.556,216
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,185
23:05:34.466.556,147
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,71
23:05:34.466.556,191
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,111
23:05:34.466.556,216
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,199
23:05:34.466.556,147
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,74
23:05:34.466.556,191
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,110
23:05:34.466.556,216
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,209
23:05:34.466.556,147
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,175
23:05:34.466.556,191
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,74
23:05:34.466.556,216
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,221
23:05:34.466.556,147
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,80
23:05:34.466.556,192
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,17
23:05:34.466.556,215
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,4
23:05:34.466.556,148
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,245
23:05:34.466.556,192
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,215
23:05:34.466.556,215
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,19
23:05:34.466.556,148
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,1
23:05:34.466.556,193
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,210
23:05:34.466.556,215
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,28
23:05:34.466.556,148
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,150
23:05:34.466.556,193
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,157
23:05:34.466.556,215
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,56
23:05:34.466.556,148
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,214
23:05:34.466.556,193
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,134
23:05:34.466.556,215
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,56
23:05:34.466.556,148
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,239
23:05:34.466.556,193
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,125
23:05:34.466.556,215
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,66
23:05:34.466.556,148
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,16
23:05:34.466.556,194
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,114
23:05:34.466.556,215
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,76
23:05:34.466.556,148
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,132
23:05:34.466.556,194
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,73
23:05:34.466.556,215
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,98
23:05:34.466.556,148
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,243
23:05:34.466.556,194
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,33
23:05:34.466.556,215
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,112
23:05:34.466.556,148
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,227
23:05:34.466.556,194
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,38
23:05:34.466.556,215
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,114
23:05:34.466.556,148
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,170
23:05:34.466.556,195
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,224
23:05:34.466.556,214
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,148
23:05:34.466.556,148
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,220
23:05:34.466.556,195
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,206
23:05:34.466.556,214
23:05:34.466.556,166
23:05:34.466.556,69
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,192
23:05:34.466.556,166
23:05:34.466.556,148
23:05:34.466.556,44
23:05:34.466.556,198
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,127
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,0
23:05:34.466.556,128
23:05:34.466.556,157
23:05:34.466.556,195
23:05:34.466.556,41
23:05:34.466.556,196
23:05:34.466.556,250
23:05:34.466.556,194
23:05:34.466.556,179
23:05:34.466.556,214
23:05:34.466.556,166
